NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_TORC2_SIGNALING	15	15		
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS	30	30		
GOBP_MDA_5_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	21	21		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	8		Rejected!	
GOBP_FUSION_OF_VIRUS_MEMBRANE_WITH_HOST_ENDOSOME_MEMBRANE	12		Rejected!	
GOBP_MEMBRANE_FUSION_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL	16		Rejected!	
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	15	15		
GOBP_VIRAL_RNA_GENOME_REPLICATION	32	32		
GOBP_VIRAL_BUDDING_VIA_HOST_ESCRT_COMPLEX	14		Rejected!	
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	39	39		
GOBP_GROWTH	1125		Rejected!	
GOBP_REGULATION_OF_GROWTH	735		Rejected!	
GOBP_REGULATION_OF_GROWTH_RATE	8		Rejected!	
GOBP_LOCOMOTION	1423		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION	1093		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	358	353		
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	89	88		
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	17	17		
GOBP_EMBRYONIC_CLEAVAGE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	621		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	42	42		
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	24	24		
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	36	32		
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	176	167		
GOBP_SNRNA_MODIFICATION	7		Rejected!	
GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC	16	16		
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	33	33		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	19	19		
GOBP_POLAR_BODY_EXTRUSION_AFTER_MEIOTIC_DIVISIONS	7		Rejected!	
GOBP_DNA_ENDOREDUPLICATION	5		Rejected!	
GOBP_PROTEIN_REFOLDING	24	24		
GOBP_FLUID_TRANSPORT	30	29		
GOBP_EPITHELIAL_FLUID_TRANSPORT	10		Rejected!	
GOBP_OLFACTORY_BEHAVIOR	16		Rejected!	
GOBP_WOUND_HEALING	382	376		
GOBP_GLIOGENESIS	363	360		
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	25	25		
GOBP_INTRACILIARY_TRANSPORT	52	49		
GOBP_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	17	17		
GOBP_GERM_LINE_STEM_CELL_DIVISION	6		Rejected!	
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	50	50		
GOBP_TYPE_2_IMMUNE_RESPONSE	43	42		
GOBP_T_CELL_PROLIFERATION	238	236		
GOBP_B_CELL_PROLIFERATION	120	104		
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	110	110		
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	28	28		
GOBP_T_CELL_ACTIVATION	591		Rejected!	
GOBP_B_CELL_ACTIVATION	436	291		
GOBP_MACROPHAGE_ACTIVATION	103	101		
GOBP_MONOCYTE_ACTIVATION	11		Rejected!	
GOBP_ENDOTHELIAL_CELL_ACTIVATION	11		Rejected!	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	1767		Rejected!	
GOBP_REGULATION_OF_T_CELL_PROLIFERATION	196	194		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	78	76		
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	29	28		
GOBP_NEUROTRANSMITTER_CATABOLIC_PROCESS	12		Rejected!	
GOBP_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION	7		Rejected!	
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	84	84		
GOBP_STRAND_INVASION	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	55	54		
GOBP_LIPOPROTEIN_METABOLIC_PROCESS	135	133		
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	102	100		
GOBP_LIPOPROTEIN_CATABOLIC_PROCESS	16	16		
GOBP_HEME_METABOLIC_PROCESS	36	36		
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	355	354		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	108	107		
GOBP_XENOBIOTIC_CATABOLIC_PROCESS	36	32		
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	241	234		
GOBP_KETONE_BIOSYNTHETIC_PROCESS	43	42		
GOBP_KETONE_CATABOLIC_PROCESS	16	16		
GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	24	23		
GOBP_RESPONSE_TO_COCAINE	44	44		
GOBP_TISSUE_REGENERATION	69	67		
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM	18	18		
GOBP_RIBOSOME_BIOGENESIS	299	295		
GOBP_RIBOSOME_ASSEMBLY	62	59		
GOBP_MATURE_RIBOSOME_ASSEMBLY	7		Rejected!	
GOBP_PROTECTION_FROM_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	12		Rejected!	
GOBP_SUSCEPTIBILITY_TO_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	5		Rejected!	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	69	67		
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	73	72		
GOBP_ERROR_PRONE_TRANSLESION_SYNTHESIS	9		Rejected!	
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	35	33		
GOBP_VOCAL_LEARNING	7		Rejected!	
GOBP_MOLTING_CYCLE	137	131		
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	48	46		
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	78	76		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	52	51		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	18	18		
GOBP_VASOCONSTRICTION	109	108		
GOBP_VASODILATION	58	56		
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	393	389		
GOBP_TAXIS	630		Rejected!	
GOBP_KERATAN_SULFATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_VITAMIN_D_METABOLIC_PROCESS	17	17		
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	14		Rejected!	
GOBP_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_VITAMIN_D_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_VITAMIN_K_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	470	467		
GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	39	39		
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	35	32		
GOBP_CRISTAE_FORMATION	18	17		
GOBP_NOREPINEPHRINE_METABOLIC_PROCESS	19	17		
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS	16	16		
GOBP_DOPAMINE_METABOLIC_PROCESS	47	46		
GOBP_NOREPINEPHRINE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_SEROTONIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	27	27		
GOBP_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10		Rejected!	
GOBP_PIGMENT_METABOLIC_PROCESS	68	68		
GOBP_HORMONE_METABOLIC_PROCESS	238	217		
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	63	60		
GOBP_HORMONE_CATABOLIC_PROCESS	12		Rejected!	
GOBP_PROGESTERONE_METABOLIC_PROCESS	19	17		
GOBP_DEOXYGUANOSINE_METABOLIC_PROCESS	6		Rejected!	
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	67	62		
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	47	43		
GOBP_EAR_MORPHOGENESIS	145	143		
GOBP_INNER_EAR_MORPHOGENESIS	121	119		
GOBP_OUTER_EAR_MORPHOGENESIS	9		Rejected!	
GOBP_MIDDLE_EAR_MORPHOGENESIS	26	26		
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	94	88		
GOBP_ODONTOGENESIS	129	123		
GOBP_REGULATION_OF_ODONTOGENESIS	23	23		
GOBP_POSITIVE_REGULATION_OF_ODONTOGENESIS	8		Rejected!	
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	14		Rejected!	
GOBP_MECHANORECEPTOR_DIFFERENTIATION	94	93		
GOBP_DETECTION_OF_BACTERIAL_LIPOPROTEIN	5		Rejected!	
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	36	22		
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	55	53		
GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	13		Rejected!	
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	24		
GOBP_HYPEROSMOTIC_SALINITY_RESPONSE	25	21		
GOBP_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	16	16		
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	122	122		
GOBP_NEURON_MATURATION	63	62		
GOBP_SUPEROXIDE_ANION_GENERATION	45	44		
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	32	32		
GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_RETINOL_METABOLIC_PROCESS	41	35		
GOBP_RETINOIC_ACID_METABOLIC_PROCESS	29	26		
GOBP_RETINAL_METABOLIC_PROCESS	15		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	13		Rejected!	
GOBP_HOMEOSTATIC_PROCESS	1839		Rejected!	
GOBP_RESPONSE_TO_STARVATION	192	185		
GOBP_FEAR_RESPONSE	62	62		
GOBP_REGULATION_OF_HAIR_CYCLE	31	31		
GOBP_CATAGEN	8		Rejected!	
GOBP_ANAGEN	16		Rejected!	
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	29	29		
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	20	17		
GOBP_MUSCLE_CELL_DIFFERENTIATION	448	438		
GOBP_MUSCLE_CELL_FATE_COMMITMENT	15		Rejected!	
GOBP_OVULATION_CYCLE	64	64		
GOBP_FOLLICLE_STIMULATING_HORMONE_SIGNALING_PATHWAY	6		Rejected!	
GOBP_PROGESTERONE_SECRETION	6		Rejected!	
GOBP_SPERM_EJACULATION	6		Rejected!	
GOBP_FIBRINOLYSIS	22	22		
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS	71	64		
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	480	292		
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	58	52		
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	29	25		
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	38	36		
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	7		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	15	15		
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	129	128		
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	27	27		
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	17	17		
GOBP_EATING_BEHAVIOR	53	52		
GOBP_DRINKING_BEHAVIOR	17	16		
GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	22	22		
GOBP_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	8		Rejected!	
GOBP_VERY_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	12		Rejected!	
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	172	172		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	45	45		
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	19	19		
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	73	59		
GOBP_TRNA_3_END_PROCESSING	8		Rejected!	
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	22	22		
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	8		Rejected!	
GOBP_PYRUVATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_AMIDE_TRANSPORT	355	350		
GOBP_9_CIS_RETINOIC_ACID_METABOLIC_PROCESS	7		Rejected!	
GOBP_XENOBIOTIC_TRANSPORT	36	36		
GOBP_D_AMINO_ACID_TRANSPORT	9		Rejected!	
GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	15	15		
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	74	74		
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	59	59		
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS	12		Rejected!	
GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	12		Rejected!	
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	41	40		
GOBP_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	24	23		
GOBP_T_CELL_HOMEOSTASIS	51	51		
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	57	57		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	15	15		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	29	29		
GOBP_AMINO_ACID_ACTIVATION	44	44		
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	728		Rejected!	
GOBP_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	19	18		
GOBP_PENILE_ERECTION	16	16		
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1086		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	663		Rejected!	
GOBP_REGULATION_OF_GTPASE_ACTIVITY	351	349		
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	34	34		
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	21	21		
GOBP_AMINO_ACID_SALVAGE	7		Rejected!	
GOBP_RECEPTOR_METABOLIC_PROCESS	73	73		
GOBP_RECEPTOR_CLUSTERING	78	78		
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	47	47		
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY	20	20		
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	21	21		
GOBP_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	192	189		
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	128	126		
GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	48	47		
GOBP_SNO_S_RNA_PROCESSING	15		Rejected!	
GOBP_STRESS_FIBER_ASSEMBLY	117	116		
GOBP_INDUCTION_OF_BACTERIAL_AGGLUTINATION	5		Rejected!	
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	439	427		
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	28	28		
GOBP_PEPTIDE_CATABOLIC_PROCESS	25	25		
GOBP_NUCLEOTIDE_SALVAGE	24	24		
GOBP_NUCLEOSIDE_SALVAGE	6		Rejected!	
GOBP_RESPONSE_TO_LEUCINE	11		Rejected!	
GOBP_MYELIN_MAINTENANCE	18	17		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	94	92		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	35	34		
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	135	133		
GOBP_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	33	33		
GOBP_PROTEASOME_ASSEMBLY	12		Rejected!	
GOBP_ERYTHROCYTE_MATURATION	20	19		
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT	18	15		
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	426	418		
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	109	108		
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	114	114		
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	40	40		
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	52	52		
GOBP_REGULATION_OF_ION_TRANSPORT	772		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT	342	338		
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT	187	186		
GOBP_ANOIKIS	31	31		
GOBP_APOPTOTIC_CELL_CLEARANCE	47	47		
GOBP_RESPONSE_TO_ALKALOID	82	82		
GOBP_APICAL_JUNCTION_ASSEMBLY	93	79		
GOBP_LEUKOCYTE_DEGRANULATION	97	83		
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	59	55		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	38	34		
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	6		Rejected!	
GOBP_EOSINOPHIL_ACTIVATION	5		Rejected!	
GOBP_NEUTROPHIL_DEGRANULATION	16	15		
GOBP_REGULATION_OF_NEUTROPHIL_DEGRANULATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_DEGRANULATION	7		Rejected!	
GOBP_NATURAL_KILLER_CELL_DEGRANULATION	12		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DEGRANULATION	7		Rejected!	
GOBP_PROTEIN_TRANSPORT_TO_VACUOLE_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	6		Rejected!	
GOBP_RESPONSE_TO_DSRNA	63	50		
GOBP_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION	11		Rejected!	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	95	95		
GOBP_POSITIVE_T_CELL_SELECTION	41	40		
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	24	24		
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	55	55		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	32	32		
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	20	19		
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_MEMORY_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_NEGATIVE_T_CELL_SELECTION	15	15		
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	59	56		
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING	53	52		
GOBP_REGULATION_OF_PROTEIN_BINDING	219	217		
GOBP_REGULATION_OF_CORTICOTROPIN_RELEASING_HORMONE_SECRETION	5		Rejected!	
GOBP_CORTISOL_SECRETION	5		Rejected!	
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	118	117		
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	47	45		
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	197	196		
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	130	129		
GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	60	60		
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	185	182		
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	527		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	6		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	169	168		
GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	15	15		
GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	63	63		
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	72	71		
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	149	147		
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	60	60		
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS	15	15		
GOBP_PIGMENTATION	113	112		
GOBP_PIGMENT_ACCUMULATION	12		Rejected!	
GOBP_REGULATION_OF_RNA_SPLICING	188	181		
GOBP_HISTONE_EXCHANGE	15	15		
GOBP_REGULATION_OF_RNA_STABILITY	178	171		
GOBP_RNA_STABILIZATION	70	69		
GOBP_MALATE_ASPARTATE_SHUTTLE	5		Rejected!	
GOBP_PROTEIN_KINASE_B_SIGNALING	207	206		
GOBP_MUSCLE_ADAPTATION	128	125		
GOBP_SKELETAL_MUSCLE_ADAPTATION	23	23		
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	101	99		
GOBP_MITOCHONDRIAL_DNA_REPAIR	6		Rejected!	
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY	72	71		
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	56	55		
GOBP_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	14		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	36	36		
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	15	15		
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	198	198		
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	88	88		
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	122	120		
GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	95	93		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	57	56		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	36	35		
GOBP_ENDOTHELIAL_CELL_MIGRATION	234	226		
GOBP_PROTEIN_ACYLATION	277	275		
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	261	259		
GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY	53	53		
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	41	41		
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	21	21		
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS	15	15		
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	25	25		
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	9		Rejected!	
GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	6		Rejected!	
